Id,PreferedAlbum,Vinyl,AvgTime,TicketInfo,Opinion,Concert,Age,VIP,Food,Drinks,FreePass
01/2783,Kind of Blue,True,3.897,PB/83/N,Excellent setlist; the encore was worth waiting for. (FL16).,FL16-7pm,21.0,False,0.0,0.0,True
02/5482,Head Hunters,False,0.62,LB/1049/XL,"Nice venue, middling performance; I'd go again maybe. (NYC12).",NYC12-5pm,37.0,False,873.0,0.0,False
01/1419,Bright Size Life,False,0.679,LB/273/XL,Punchy mix and smooth transitions kept it exciting. (NYC12).,NYC12-5pm,42.0,False,2624.0,0.0,False
04/3499,Head Hunters,False,0.396,CB/574/N,Punchy mix and smooth transitions kept it exciting. (NYC12).,NYC12-5pm,0.0,False,0.0,0.0,False
01/5275,Head Hunters,False,0.337,LB/1014/XL,Feedback screamed louder than the guitars. Disaster. (NYC12).,NYC12-5pm,29.0,False,10.0,714.0,False
04/0772,Kind of Blue,False,3.46,B/56/XL,Transcendent performance; the crowd moved like one. (FL16). Loved the Kind of Blue vibes.,FL16-7pm,7.0,False,0.0,0.0,True
04/6030,Head Hunters,False,2.306,CB/981/XL,,NYC12-5pm,30.0,False,47.0,707.0,True
01/1026,Head Hunters,True,0.368,CB/159/XL,"Uneven set; strong start, weak finish. (NYC12).",NYC12-5pm,21.0,False,0.0,0.0,False
02/0278,Head Hunters,False,0.07,CB/45/N,"Solid gig—nothing magical, nothing awful. (NYC12).",NYC12-5pm,45.0,False,97.0,347.0,False
02/2637,Head Hunters,True,2.89,CB/429/N,Strong vocals and tight drums—very fun night. (SF14).,SF14-7pm,2.0,False,0.0,0.0,True
01/6585,Head Hunters,True,2.387,CB/1071/XL,"They played tight, but the vibe stayed flat. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,21.0,False,0.0,0.0,True
01/5414,Head Hunters,False,0.322,CB/872/N,,SF14-7pm,16.0,False,647.0,122.0,False
02/2251,Kind of Blue,False,0.2,RB/29/XL,Zero chemistry on stage; I left before the encore. (NYC12).,NYC12-5pm,58.0,False,17.0,1155.0,False
02/3672,Head Hunters,False,0.291,CB/598/XL,Band looked bored; the venue lights outperformed them. (SF14). Loved the Head Hunters vibes.,SF14-7pm,35.0,False,330.0,9.0,False
01/4056,Head Hunters,False,0.714,B/249/N,Painfully off-key vocals; the crowd deserved refunds. (NYC12).,NYC12-5pm,18.0,False,37.0,622.0,False
01/3442,Head Hunters,False,0.989,LB/708/N,Okay sound and okay singing—exactly what I expected. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,37.0,False,529.0,116.0,False
01/2372,Bright Size Life,False,0.924,LB/486/N,"Set was fine; crowd cheered, I nodded along. (NYC12).",NYC12-5pm,42.0,False,1220.0,8.0,False
01/3942,Head Hunters,True,0.822,CB/645/XL,"Absolutely electric—flawless sound, goosebumps, and a roaring crowd. (SF14).",SF14-7pm,20.0,False,0.0,0.0,False
02/0933,Kind of Blue,False,0.737,LT/35/N,"Absolutely electric—flawless sound, goosebumps, and a roaring crowd. (NYC12). Loved the Kind of Blue vibes.",NYC12-5pm,29.0,False,1127.0,2937.0,False
02/6864,Kind of Blue,True,2.021,RB/71/N,Perfect setlist and epic encore—worth every cent. (FL16). Loved the Kind of Blue vibes.,FL16-7pm,25.0,,0.0,0.0,True
01/6086,Kind of Blue,False,2.783,RB/72/XL,Setlist dragged; the bassline wandered aimlessly. (FL16). Loved the Kind of Blue vibes.,FL16-7pm,32.0,False,4176.0,189.0,True
02/1477,Kind of Blue,False,0.945,A/48/N,,NYC12-5pm,17.0,False,1599.0,7498.0,False
01/8367,Head Hunters,False,0.752,CB/1343/XL,"Decent songs, but the mix swallowed the vocals. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,51.0,False,918.0,39.0,False
03/7637,Bright Size Life,False,3.297,LB/1460/XL,,NYC12-5pm,2.0,False,0.0,0.0,True
01/3589,Head Hunters,False,0.471,LB/744/N,Confident performance; solos were sharp and tasteful. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,34.0,False,1113.0,744.0,False
03/7348,Bright Size Life,False,3.908,LB/1414/XL,Transcendent performance; the crowd moved like one. (NYC12).,NYC12-5pm,2.0,False,0.0,0.0,True
01/7215,Bright Size Life,True,3.54,LB/1494/N,,NYC12-5pm,24.0,False,0.0,0.0,True
04/6267,Kind of Blue,True,2.46,A/214/N,Great energy and clean sound; the band really connected. (FL16).,FL16-7pm,38.0,False,0.0,0.0,True
03/6431,Head Hunters,False,0.601,CB/1038/N,Painfully off-key vocals; the crowd deserved refunds. (FL16).,FL16-7pm,27.0,False,793.0,57.0,False
01/3452,Head Hunters,False,0.306,CB/557/XL,Okay sound and okay singing—exactly what I expected. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,22.0,False,529.0,354.0,False
01/7356,Head Hunters,True,0.003,CB/1181/N,Awful acoustics; even the claps sounded wrong. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,40.0,False,0.0,0.0,False
01/4810,Head Hunters,False,0.354,,Feedback screamed louder than the guitars. Disaster. (SF14).,SF14-7pm,20.0,False,34.0,772.0,False
01/6101,Head Hunters,False,0.405,LB/1261/N,Transcendent performance; the crowd moved like one. (FL16). Loved the Head Hunters vibes.,FL16-7pm,24.0,False,15.0,676.0,False
01/6825,Bright Size Life,True,2.672,LB/1306/XL,"Absolutely electric—flawless sound, goosebumps, and a roaring crowd. (nan).",,30.0,False,0.0,0.0,True
01/5482,Head Hunters,False,3.041,B/354/XL,Technical glitches kept breaking the mood. (FL16). Loved the Head Hunters vibes.,FL16-7pm,25.0,False,476.0,217.0,True
01/2514,Head Hunters,False,0.733,,Confident performance; solos were sharp and tasteful. (NYC12).,NYC12-5pm,36.0,False,758.0,33.0,False
02/4671,Bright Size Life,False,2.383,LB/949/N,Stunning vocals and immaculate mixing; pure concert bliss. (NYC12).,NYC12-5pm,32.0,False,0.0,0.0,True
01/0778,Kind of Blue,True,3.666,LT/32/XL,Technical glitches kept breaking the mood. (NYC12).,NYC12-5pm,41.0,False,0.0,0.0,True
01/5274,Head Hunters,False,0.859,LB/1078/N,Painfully off-key vocals; the crowd deserved refunds. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,25.0,False,696.0,227.0,False
01/8262,Bright Size Life,False,2.336,PB/244/XL,,NYC12-5pm,50.0,False,403.0,78.0,True
01/4843,Head Hunters,False,0.963,CB/779/N,Excellent setlist; the encore was worth waiting for. (NYC12).,NYC12-5pm,24.0,False,269.0,452.0,False
01/6607,Bright Size Life,False,2.58,LB/1373/N,Crystal-clear sound and wild energy—instant classic night. (NYC12).,NYC12-5pm,28.0,False,948.0,0.0,True
04/6748,Bright Size Life,False,0.352,PB/205/XL,,NYC12-5pm,34.0,False,470.0,584.0,False
02/8767,Kind of Blue,False,0.957,A/338/XL,Transcendent performance; the crowd moved like one. (NYC12). Loved the Kind of Blue vibes.,NYC12-5pm,13.0,False,797.0,6753.0,False
01/0477,Head Hunters,False,0.799,B/30/N,Neither hit nor miss; just a regular show. (NYC12).,NYC12-5pm,22.0,False,5.0,1619.0,False
01/5701,Bright Size Life,True,3.155,PB/173/XL,Feedback screamed louder than the guitars. Disaster. (NYC12). Loved the Bright Size Life vibes.,NYC12-5pm,,False,0.0,0.0,True
05/6030,Head Hunters,True,2.246,CB/981/XL,Okay sound and okay singing—exactly what I expected. (NYC12).,NYC12-5pm,15.0,False,0.0,0.0,True
01/0061,Head Hunters,False,0.031,LB/12/XL,Painfully off-key vocals; the crowd deserved refunds. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,22.0,False,1289.0,1378.0,False
01/3678,Head Hunters,False,3.249,B/247/XL,Stage banter dragged; music never fully landed. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,24.0,False,788.0,3.0,True
02/4469,Kind of Blue,False,0.595,A/146/N,"Set was fine; crowd cheered, I nodded along. (FL16).",FL16-7pm,43.0,False,366.0,4728.0,False
01/3083,Kind of Blue,False,0.366,PB/100/XL,Poor lighting and thin sound dulled the show. (FL16).,FL16-7pm,23.0,False,587.0,2511.0,False
02/4583,Bright Size Life,True,3.888,LB/861/XL,,NYC12-5pm,5.0,False,0.0,0.0,True
01/3230,Bright Size Life,True,3.383,LB/674/N,Sound was mud; every note felt like an accident. (NYC12).,NYC12-5pm,62.0,False,0.0,0.0,True
02/0512,Kind of Blue,True,3.626,PB/18/XL,Crowd energy saved an otherwise shaky performance. (NYC12). Loved the Kind of Blue vibes.,NYC12-5pm,55.0,False,0.0,0.0,True
01/4016,Head Hunters,False,0.034,B/268/XL,,FL16-7pm,34.0,False,851.0,55.0,False
01/3834,Head Hunters,True,2.877,CB/628/XL,Awful acoustics; even the claps sounded wrong. (SF14).,SF14-7pm,18.0,False,0.0,0.0,True
01/8288,Bright Size Life,False,0.532,PB/259/N,Ear-splitting mix and sloppy timing ruined the night. (NYC12).,NYC12-5pm,,False,2722.0,7.0,False
01/4028,Head Hunters,False,2.731,CB/660/N,,NYC12-5pm,13.0,False,888.0,1.0,True
01/5933,Bright Size Life,False,0.585,LB/1131/XL,Big atmosphere; the room felt alive. (NYC12).,NYC12-5pm,34.0,False,2129.0,59.0,False
01/6930,Head Hunters,True,2.657,CB/1129/XL,Stunning vocals and immaculate mixing; pure concert bliss. (NYC12).,NYC12-5pm,17.0,False,0.0,0.0,True
01/4972,Kind of Blue,False,3.321,A/162/N,"Decent songs, but the mix swallowed the vocals. (FL16).",FL16-7pm,35.0,False,4556.0,79.0,True
01/8558,Head Hunters,True,3.037,CB/1374/XL,,NYC12-5pm,32.0,False,0.0,0.0,True
01/6754,Kind of Blue,False,2.945,LT/250/XL,Stunning vocals and immaculate mixing; pure concert bliss. (NYC12). Loved the Kind of Blue vibes.,NYC12-5pm,25.0,True,4209.0,898.0,True
01/4669,Kind of Blue,True,2.201,A/185/XL,"Pretty standard concert; left satisfied, not thrilled. (nan).",,37.0,False,0.0,0.0,True
01/5607,Bright Size Life,True,3.347,B/366/XL,Ear-splitting mix and sloppy timing ruined the night. (NYC12). Loved the Bright Size Life vibes.,NYC12-5pm,33.0,False,0.0,0.0,True
01/0789,Kind of Blue,False,0.252,RB/8/XL,,NYC12-5pm,31.0,True,170.0,2519.0,False
01/4841,Kind of Blue,True,3.451,A/192/XL,"Not terrible, just forgettable and overhyped. (FL16).",FL16-7pm,59.0,False,0.0,0.0,True
01/5899,Head Hunters,False,0.94,B/375/N,"Competent playing, but no spark on stage. (NYC12).",NYC12-5pm,23.0,False,9.0,825.0,False
01/6766,Head Hunters,False,0.61,CB/1098/N,Warm lighting and crisp sound made it memorable. (SF14). Loved the Head Hunters vibes.,SF14-7pm,16.0,False,402.0,137.0,False
03/5960,Kind of Blue,True,2.392,LT/222/XL,,FL16-7pm,25.0,False,0.0,0.0,True
01/0413,Head Hunters,False,0.176,LB/92/N,Painfully off-key vocals; the crowd deserved refunds. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,18.0,False,157.0,412.0,False
01/2638,Head Hunters,False,0.721,B/181/XL,"Too loud, too messy; still had a few moments. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,26.0,False,29.0,759.0,False
01/7512,Head Hunters,,0.499,LB/1436/XL,Feedback screamed louder than the guitars. Disaster. (SF14).,SF14-7pm,29.0,False,603.0,0.0,False
01/7707,Head Hunters,False,0.473,CB/1237/N,,,23.0,False,53.0,1731.0,False
01/5315,Head Hunters,False,0.835,LB/1086/N,Crystal-clear sound and wild energy—instant classic night. (NYC12).,NYC12-5pm,18.0,False,454.0,324.0,False
01/0080,Head Hunters,False,3.519,CB/7/N,"A masterclass live: tight, loud, and beautifully controlled. (NYC12).",NYC12-5pm,23.0,False,884.0,23.0,True
01/2345,Head Hunters,True,0.138,CB/378/XL,Best show all year; every note landed perfectly. (SF14).,SF14-7pm,53.0,False,0.0,0.0,False
01/0945,Bright Size Life,False,0.491,B/69/XL,,FL16-7pm,50.0,False,1143.0,160.0,False
02/3766,Kind of Blue,True,3.759,PB/126/N,"They played tight, but the vibe stayed flat. (NYC12).",NYC12-5pm,14.0,False,0.0,0.0,True
02/5188,Head Hunters,True,2.349,CB/838/N,World-class musicianship; I’d travel to see this again. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,9.0,False,0.0,0.0,True
01/9240,Head Hunters,False,0.781,B/594/N,Sound was mud; every note felt like an accident. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,15.0,False,4.0,618.0,False
06/0775,Kind of Blue,True,2.904,LT/31/XL,Security chaos and flat playing made it miserable. (FL16).,FL16-7pm,46.0,False,0.0,0.0,True
01/1762,Head Hunters,False,3.752,B/132/XL,Feedback screamed louder than the guitars. Disaster. (SF14).,SF14-7pm,21.0,False,2407.0,20.0,True
01/4265,Kind of Blue,True,2.975,LT/153/XL,"Guitars were sharp, but everything else felt rushed. (FL16).",FL16-7pm,41.0,False,0.0,0.0,True
01/1268,Bright Size Life,True,3.631,LB/253/N,Perfect setlist and epic encore—worth every cent. (FL16).,FL16-7pm,24.0,False,0.0,0.0,True
01/2985,Head Hunters,False,0.66,LB/567/XL,Ear-splitting mix and sloppy timing ruined the night. (NYC12).,NYC12-5pm,21.0,False,680.0,13.0,False
02/2581,Head Hunters,False,0.005,LB/531/N,"A masterclass live: tight, loud, and beautifully controlled. (NYC12).",NYC12-5pm,22.0,False,26.0,733.0,False
02/1518,Kind of Blue,False,0.787,A/49/N,Best show all year; every note landed perfectly. (NYC12). Loved the Kind of Blue vibes.,NYC12-5pm,29.0,False,3793.0,2911.0,False
01/3805,Head Hunters,False,0.945,LB/784/N,,NYC12-5pm,36.0,False,471.0,0.0,False
01/5028,Kind of Blue,False,0.705,RB/61/XL,"Drums lagged, vocals cracked—worst concert I've sat through. (FL16).",FL16-7pm,47.0,False,1922.0,4500.0,False
01/7919,Head Hunters,False,0.876,CB/1281/N,Ear-splitting mix and sloppy timing ruined the night. (NYC12).,NYC12-5pm,21.0,False,907.0,0.0,False
03/8272,Bright Size Life,True,2.432,LB/1587/XL,,NYC12-5pm,29.0,False,0.0,0.0,True
06/6708,Kind of Blue,True,2.128,RB/67/N,World-class musicianship; I’d travel to see this again. (FL16). Loved the Kind of Blue vibes.,FL16-7pm,41.0,True,0.0,0.0,True
02/7978,Head Hunters,False,0.361,LB/1650/N,"They tried, yet the tempo kept slipping. (NYC12).",NYC12-5pm,15.0,False,675.0,293.0,False
01/0735,Bright Size Life,False,0.351,LB/155/N,The band was unstoppable; unforgettable performance from start to finish. (NYC12).,NYC12-5pm,25.0,False,1112.0,175.0,False
01/3115,Head Hunters,True,2.119,CB/489/XL,,SF14-7pm,40.0,False,0.0,0.0,True
01/4130,Bright Size Life,True,3.945,,,NYC12-5pm,19.0,False,0.0,0.0,True
01/4083,Kind of Blue,False,2.329,LT/146/XL,Venue transformed into magic; I’m still buzzing. (NYC12).,NYC12-5pm,21.0,False,8018.0,42.0,True
02/8370,Kind of Blue,False,0.321,PB/249/XL,The band was unstoppable; unforgettable performance from start to finish. (NYC12).,NYC12-5pm,44.0,False,1366.0,5276.0,False
02/6929,Head Hunters,True,3.73,CB/1122/N,Okay sound and okay singing—exactly what I expected. (NYC12).,NYC12-5pm,32.0,False,0.0,0.0,True
01/9052,Head Hunters,False,0.735,CB/1457/XL,Ear-splitting mix and sloppy timing ruined the night. (NYC12).,NYC12-5pm,36.0,False,221.0,562.0,False
01/8556,Kind of Blue,False,0.942,A/280/N,,NYC12-5pm,18.0,False,1878.0,28600.0,False
01/0244,Bright Size Life,True,2.631,,Crystal-clear sound and wild energy—instant classic night. (NYC12). Loved the Bright Size Life vibes.,NYC12-5pm,43.0,False,0.0,0.0,True
01/3385,Head Hunters,False,2.08,LB/640/XL,"Pretty standard concert; left satisfied, not thrilled. (NYC12).",NYC12-5pm,35.0,False,802.0,1.0,True
01/2499,Kind of Blue,True,2.482,LT/89/XL,Awful acoustics; even the claps sounded wrong. (FL16).,FL16-7pm,27.0,False,0.0,0.0,True
02/1492,Kind of Blue,False,0.885,LT/57/XL,The band was unstoppable; unforgettable performance from start to finish. (FL16).,FL16-7pm,73.0,False,52.0,1719.0,False
01/7098,Head Hunters,False,3.011,LB/1356/XL,Punchy mix and smooth transitions kept it exciting. (NYC12).,NYC12-5pm,35.0,False,654.0,78.0,True
01/2978,Bright Size Life,False,0.15,LB/565/XL,,NYC12-5pm,36.0,False,348.0,961.0,False
01/6039,Head Hunters,,2.214,CB/983/XL,Perfect setlist and epic encore—worth every cent. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,2.0,False,0.0,0.0,True
02/6490,Kind of Blue,False,0.626,LT/201/N,"Solid gig—nothing magical, nothing awful. (FL16). Loved the Kind of Blue vibes.",FL16-7pm,29.0,False,889.0,5211.0,False
01/2831,Kind of Blue,False,3.844,PB/86/N,They owned the stage; crowd sang every word. (NYC12).,NYC12-5pm,23.0,False,824.0,1974.0,True
01/1601,Head Hunters,False,0.996,CB/255/N,"Guitars were sharp, but everything else felt rushed. (NYC12).",NYC12-5pm,37.0,False,27.0,747.0,False
02/7396,Kind of Blue,True,3.8,LT/271/XL,Painfully off-key vocals; the crowd deserved refunds. (NYC12).,NYC12-5pm,31.0,True,0.0,0.0,True
01/7451,Head Hunters,False,0.295,LB/1542/N,Groove was relentless; I danced the whole time. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,23.0,False,2167.0,568.0,False
01/1785,Bright Size Life,True,0.635,B/107/N,"They played tight, but the vibe stayed flat. (FL16).",FL16-7pm,31.0,False,0.0,0.0,False
01/0539,Kind of Blue,True,2.298,LT/18/N,Crystal-clear sound and wild energy—instant classic night. (NYC12).,NYC12-5pm,,False,0.0,0.0,True
01/8438,Bright Size Life,False,0.907,LB/1624/XL,Awful acoustics; even the claps sounded wrong. (NYC12).,NYC12-5pm,32.0,False,2366.0,0.0,False
01/1805,Head Hunters,True,3.474,CB/284/XL,Transcendent performance; the crowd moved like one. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,24.0,False,0.0,0.0,True
01/9096,Head Hunters,True,2.921,CB/1466/XL,"A masterclass live: tight, loud, and beautifully controlled. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,29.0,False,0.0,0.0,True
02/6612,Head Hunters,False,0.9,CB/1077/XL,,NYC12-5pm,27.0,False,865.0,23.0,False
01/2006,Head Hunters,False,0.321,LB/386/XL,"They tried, yet the tempo kept slipping. (NYC12).",NYC12-5pm,24.0,False,856.0,5.0,False
03/4523,Head Hunters,False,0.094,CB/737/XL,,NYC12-5pm,25.0,,3.0,741.0,False
01/0550,Head Hunters,False,3.964,LB/99/XL,"Too loud, too messy; still had a few moments. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,23.0,False,25.0,762.0,True
01/5233,Bright Size Life,False,2.111,LB/1066/N,Stage banter dragged; music never fully landed. (NYC12).,NYC12-5pm,34.0,False,1219.0,0.0,True
03/6422,Bright Size Life,False,0.646,LB/1330/N,,NYC12-5pm,23.0,False,1760.0,0.0,False
01/4561,Kind of Blue,False,0.947,LT/168/XL,Best show all year; every note landed perfectly. (FL16). Loved the Kind of Blue vibes.,FL16-7pm,45.0,False,496.0,6135.0,False
01/2894,Head Hunters,False,0.508,LB/599/N,,SF14-7pm,24.0,False,443.0,245.0,False
01/0873,Head Hunters,False,0.458,LB/180/N,Awful acoustics; even the claps sounded wrong. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,16.0,False,32.0,2621.0,False
01/7408,Bright Size Life,False,0.864,LB/1420/XL,Perfect setlist and epic encore—worth every cent. (NYC12). Loved the Bright Size Life vibes.,NYC12-5pm,32.0,False,1309.0,0.0,False
01/7039,Head Hunters,False,0.425,LB/1461/N,,SF14-7pm,36.0,False,137.0,468.0,False
01/8869,Head Hunters,True,2.942,CB/1431/XL,,NYC12-5pm,31.0,False,0.0,0.0,True
01/3362,Kind of Blue,False,0.681,A/128/XL,Stunning vocals and immaculate mixing; pure concert bliss. (NYC12). Loved the Kind of Blue vibes.,NYC12-5pm,43.0,False,20822.0,6607.0,False
01/4903,Head Hunters,False,0.389,LB/995/N,Feedback screamed louder than the guitars. Disaster. (FL16).,FL16-7pm,23.0,False,62.0,2204.0,False
01/1456,Head Hunters,False,0.377,CB/222/XL,Confident performance; solos were sharp and tasteful. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,59.0,False,2.0,771.0,False
01/2626,Head Hunters,False,0.188,LB/543/N,Crystal-clear sound and wild energy—instant classic night. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,19.0,False,711.0,5.0,False
01/0510,Kind of Blue,False,2.571,LT/16/N,Ear-splitting mix and sloppy timing ruined the night. (NYC12).,NYC12-5pm,59.0,False,16521.0,323.0,True
02/1432,Bright Size Life,False,0.088,PB/51/XL,Security chaos and flat playing made it miserable. (NYC12).,NYC12-5pm,31.0,False,2578.0,0.0,False
01/1470,Head Hunters,True,3.453,CB/235/N,Great energy and clean sound; the band really connected. (NYC12).,NYC12-5pm,20.0,False,0.0,0.0,True
01/1359,Head Hunters,False,0.885,CB/204/N,Ear-splitting mix and sloppy timing ruined the night. (NYC12).,NYC12-5pm,28.0,False,171.0,280.0,False
01/8336,Bright Size Life,True,2.222,B/547/XL,,NYC12-5pm,30.0,False,0.0,0.0,True
01/7049,Head Hunters,True,3.256,CB/1153/XL,,NYC12-5pm,21.0,False,0.0,0.0,True
01/4559,Head Hunters,False,3.896,LB/854/XL,They owned the stage; crowd sang every word. (NYC12).,NYC12-5pm,25.0,False,205.0,549.0,True
01/5477,Head Hunters,False,2.908,CB/880/XL,Perfect setlist and epic encore—worth every cent. (NYC12).,NYC12-5pm,17.0,False,316.0,570.0,True
01/7506,Head Hunters,False,0.181,LB/1554/N,Sound was mud; every note felt like an accident. (NYC12).,NYC12-5pm,19.0,False,2110.0,1.0,False
01/3162,Head Hunters,False,2.908,CB/500/XL,Transcendent performance; the crowd moved like one. (NYC12).,NYC12-5pm,0.0,False,0.0,0.0,True
01/4585,Kind of Blue,False,0.062,A/182/XL,Transcendent performance; the crowd moved like one. (FL16).,FL16-7pm,32.0,False,154.0,7416.0,False
01/8931,Bright Size Life,False,0.582,LB/1726/XL,,SF14-7pm,25.0,False,1616.0,0.0,False
01/0517,Head Hunters,False,0.546,LB/109/N,,NYC12-5pm,,False,1446.0,75.0,False
03/8260,Head Hunters,True,2.991,CB/1334/XL,Crystal-clear sound and wild energy—instant classic night. (FL16).,FL16-7pm,4.0,False,0.0,0.0,True
01/5975,Kind of Blue,True,2.831,B/380/N,Big atmosphere; the room felt alive. (FL16).,FL16-7pm,43.0,False,0.0,0.0,True
01/8905,Bright Size Life,False,2.895,B/570/N,Band looked bored; the venue lights outperformed them. (NYC12). Loved the Bright Size Life vibes.,NYC12-5pm,32.0,True,0.0,0.0,True
02/2762,Head Hunters,False,0.568,CB/439/XL,Setlist dragged; the bassline wandered aimlessly. (FL16). Loved the Head Hunters vibes.,FL16-7pm,15.0,False,264.0,180.0,False
01/4646,Head Hunters,False,2.926,LB/873/XL,"Pretty standard concert; left satisfied, not thrilled. (SF14).",SF14-7pm,22.0,False,157.0,513.0,True
01/6689,Bright Size Life,False,0.468,LB/1281/XL,Feedback screamed louder than the guitars. Disaster. (NYC12).,NYC12-5pm,19.0,False,1084.0,0.0,False
01/6776,Head Hunters,False,0.142,LB/1409/N,"Not terrible, just forgettable and overhyped. (FL16). Loved the Head Hunters vibes.",FL16-7pm,24.0,False,1.0,691.0,False
01/2226,Head Hunters,,0.021,CB/357/N,"They tried, yet the tempo kept slipping. (SF14).",SF14-7pm,27.0,False,241.0,232.0,False
02/8202,Kind of Blue,False,3.996,LT/306/XL,"Drums lagged, vocals cracked—worst concert I've sat through. (NYC12). Loved the Kind of Blue vibes.",NYC12-5pm,0.0,False,0.0,0.0,True
01/7221,Kind of Blue,False,0.046,A/239/N,World-class musicianship; I’d travel to see this again. (FL16).,FL16-7pm,54.0,True,317.0,2426.0,False
01/1694,Head Hunters,True,2.233,CB/263/XL,World-class musicianship; I’d travel to see this again. (SF14).,SF14-7pm,31.0,False,0.0,0.0,True
01/4173,Head Hunters,False,0.943,B/261/N,Painfully off-key vocals; the crowd deserved refunds. (NYC12).,NYC12-5pm,27.0,False,0.0,791.0,False
01/0963,Kind of Blue,True,2.571,PB/34/XL,Zero chemistry on stage; I left before the encore. (NYC12).,NYC12-5pm,42.0,False,0.0,0.0,True
04/1424,Kind of Blue,False,2.422,A/47/N,Venue acoustics shined; every chorus hit perfectly. (FL16).,FL16-7pm,28.0,False,4380.0,692.0,True
01/4649,Head Hunters,False,0.532,B/290/N,Venue acoustics shined; every chorus hit perfectly. (NYC12).,NYC12-5pm,45.0,False,1625.0,0.0,False
02/6779,Kind of Blue,True,3.088,A/258/XL,Warm lighting and crisp sound made it memorable. (FL16).,FL16-7pm,14.0,False,0.0,0.0,True
01/4033,Kind of Blue,False,2.006,LT/144/XL,Groove was relentless; I danced the whole time. (FL16). Loved the Kind of Blue vibes.,FL16-7pm,49.0,False,9192.0,2503.0,True
01/5600,Head Hunters,True,3.842,CB/896/N,Big atmosphere; the room felt alive. (SF14).,SF14-7pm,18.0,False,0.0,0.0,True
01/7074,Head Hunters,True,3.062,CB/1162/XL,Transcendent performance; the crowd moved like one. (NYC12).,NYC12-5pm,1.0,False,0.0,0.0,True
01/7944,Kind of Blue,False,0.4,PB/230/XL,Feedback screamed louder than the guitars. Disaster. (NYC12). Loved the Kind of Blue vibes.,NYC12-5pm,15.0,False,836.0,7309.0,False
01/7697,Kind of Blue,,3.792,A/295/XL,"Everything worked, yet nothing surprised me. (NYC12). Loved the Kind of Blue vibes.",NYC12-5pm,41.0,False,0.0,0.0,True
01/2977,Head Hunters,False,0.411,LB/625/N,Feedback screamed louder than the guitars. Disaster. (NYC12).,NYC12-5pm,44.0,False,265.0,445.0,False
01/2538,Kind of Blue,True,2.69,A/76/N,"Set was fine; crowd cheered, I nodded along. (FL16). Loved the Kind of Blue vibes.",FL16-7pm,21.0,False,0.0,0.0,True
01/6096,Bright Size Life,False,2.3,LB/1162/XL,"Absolutely electric—flawless sound, goosebumps, and a roaring crowd. (NYC12).",NYC12-5pm,41.0,False,1288.0,0.0,True
01/8893,Kind of Blue,True,2.385,LT/293/N,"A masterclass live: tight, loud, and beautifully controlled. (FL16). Loved the Kind of Blue vibes.",FL16-7pm,26.0,False,0.0,0.0,True
01/2970,Head Hunters,False,0.652,,,NYC12-5pm,,False,828.0,1.0,False
05/8804,Bright Size Life,False,0.377,LB/1814/N,Awful acoustics; even the claps sounded wrong. (NYC12).,NYC12-5pm,13.0,False,542.0,1147.0,False
02/6913,Bright Size Life,False,0.796,B/461/XL,Venue transformed into magic; I’m still buzzing. (nan).,,18.0,False,2083.0,0.0,False
01/3960,Head Hunters,False,0.26,LB/748/XL,Security chaos and flat playing made it miserable. (NYC12).,NYC12-5pm,46.0,False,0.0,880.0,False
06/3868,Head Hunters,True,2.941,CB/630/XL,,NYC12-5pm,42.0,False,0.0,0.0,True
01/9063,Kind of Blue,True,2.081,A/346/XL,Venue transformed into magic; I’m still buzzing. (FL16).,FL16-7pm,36.0,False,0.0,0.0,True
01/0747,Bright Size Life,False,0.367,LB/158/N,,NYC12-5pm,32.0,False,1725.0,799.0,False
02/1527,Kind of Blue,False,3.564,PB/49/N,,NYC12-5pm,25.0,False,0.0,0.0,True
01/2611,Head Hunters,False,0.935,CB/417/XL,Band looked bored; the venue lights outperformed them. (NYC12).,NYC12-5pm,25.0,False,796.0,982.0,False
03/1086,Head Hunters,True,0.26,CB/166/N,Transcendent performance; the crowd moved like one. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,4.0,False,0.0,0.0,False
